Date;Filière;Valeur (TWh);Nature
1998-11;"Production nucléaire";32,598;Données Consolidées
1998-12;"Production nucléaire";34,227;Données Consolidées
1999-01;"Production nucléaire";36,266;Données Consolidées
1999-02;"Production nucléaire";32,072;Données Consolidées
1999-03;"Production nucléaire";32,785;Données Consolidées
1999-04;"Production nucléaire";31,826;Données Consolidées
1999-05;"Production nucléaire";26,807;Données Consolidées
1999-06;"Production nucléaire";27,098;Données Consolidées
1999-07;"Production nucléaire";29,901;Données Consolidées
1999-08;"Production nucléaire";28,715;Données Consolidées
1999-09;"Production nucléaire";29,687;Données Consolidées
1999-10;"Production nucléaire";32,075;Données Consolidées
1999-11;"Production nucléaire";32,92;Données Consolidées
1999-12;"Production nucléaire";34,762;Données Consolidées
2000-01;"Production nucléaire";36,298;Données Consolidées
2000-02;"Production nucléaire";33,699;Données Consolidées
2000-03;"Production nucléaire";35,869;Données Consolidées
2000-04;"Production nucléaire";32,216;Données Consolidées
2000-05;"Production nucléaire";30,667;Données Consolidées
2000-06;"Production nucléaire";29,45;Données Consolidées
2000-07;"Production nucléaire";31,112;Données Consolidées
2000-08;"Production nucléaire";30,301;Données Consolidées
2000-09;"Production nucléaire";31,039;Données Consolidées
2000-10;"Production nucléaire";33,379;Données Consolidées
2000-11;"Production nucléaire";34,639;Données Consolidées
2000-12;"Production nucléaire";36,531;Données Consolidées
2001-01;"Production nucléaire";38,723;Données Consolidées
2001-02;"Production nucléaire";33,166;Données Consolidées
2001-03;"Production nucléaire";33,605;Données Consolidées
2001-04;"Production nucléaire";31,417;Données Consolidées
2001-05;"Production nucléaire";28,757;Données Consolidées
2001-06;"Production nucléaire";28,39;Données Consolidées
2001-07;"Production nucléaire";31,032;Données Consolidées
2001-08;"Production nucléaire";30,607;Données Consolidées
2001-09;"Production nucléaire";32,756;Données Consolidées
2001-10;"Production nucléaire";35,628;Données Consolidées
2001-11;"Production nucléaire";37,051;Données Consolidées
2001-12;"Production nucléaire";38,453;Données Consolidées
2002-01;"Production nucléaire";40,003;Données Consolidées
2002-02;"Production nucléaire";34,316;Données Consolidées
2002-03;"Production nucléaire";35,481;Données Consolidées
2002-04;"Production nucléaire";35,513;Données Consolidées
2002-05;"Production nucléaire";33,522;Données Consolidées
2002-06;"Production nucléaire";31,07;Données Consolidées
2002-07;"Production nucléaire";32,89;Données Consolidées
2002-08;"Production nucléaire";30,347;Données Consolidées
2002-09;"Production nucléaire";32,104;Données Consolidées
2002-10;"Production nucléaire";35,087;Données Consolidées
2002-11;"Production nucléaire";36,195;Données Consolidées
2002-12;"Production nucléaire";38,987;Données Consolidées
2003-01;"Production nucléaire";40,335;Données Consolidées
2003-02;"Production nucléaire";36,454;Données Consolidées
2003-03;"Production nucléaire";35,837;Données Consolidées
2003-04;"Production nucléaire";34,449;Données Consolidées
2003-05;"Production nucléaire";32,444;Données Consolidées
2003-06;"Production nucléaire";30,969;Données Consolidées
2003-07;"Production nucléaire";33,132;Données Consolidées
2003-08;"Production nucléaire";29,972;Données Consolidées
2003-09;"Production nucléaire";31,437;Données Consolidées
2003-10;"Production nucléaire";35,451;Données Consolidées
2003-11;"Production nucléaire";37,666;Données Consolidées
2003-12;"Production nucléaire";41,668;Données Consolidées
2004-01;"Production nucléaire";41,764;Données Consolidées
2004-02;"Production nucléaire";36,195;Données Consolidées
2004-03;"Production nucléaire";36,113;Données Consolidées
2004-04;"Production nucléaire";33,943;Données Consolidées
2004-05;"Production nucléaire";32,039;Données Consolidées
2004-06;"Production nucléaire";30,499;Données Consolidées
2004-07;"Production nucléaire";32,408;Données Consolidées
2004-08;"Production nucléaire";30,449;Données Consolidées
2004-09;"Production nucléaire";33,064;Données Consolidées
2004-10;"Production nucléaire";37,584;Données Consolidées
2004-11;"Production nucléaire";39,283;Données Consolidées
2004-12;"Production nucléaire";43,542;Données Consolidées
2005-01;"Production nucléaire";42,475;Données Consolidées
2005-02;"Production nucléaire";36,432;Données Consolidées
2005-03;"Production nucléaire";36,777;Données Consolidées
2005-04;"Production nucléaire";33,286;Données Consolidées
2005-05;"Production nucléaire";33,345;Données Consolidées
2005-06;"Production nucléaire";32,849;Données Consolidées
2005-07;"Production nucléaire";32,109;Données Consolidées
2005-08;"Production nucléaire";33,132;Données Consolidées
2005-09;"Production nucléaire";33,41;Données Consolidées
2005-10;"Production nucléaire";35,715;Données Consolidées
2005-11;"Production nucléaire";38,395;Données Consolidées
2005-12;"Production nucléaire";42,053;Données Consolidées
2006-01;"Production nucléaire";42,768;Données Consolidées
2006-02;"Production nucléaire";35,118;Données Consolidées
2006-03;"Production nucléaire";35,324;Données Consolidées
2006-04;"Production nucléaire";35,88;Données Consolidées
2006-05;"Production nucléaire";33,949;Données Consolidées
2006-06;"Production nucléaire";32,834;Données Consolidées
2006-07;"Production nucléaire";32,9;Données Consolidées
2006-08;"Production nucléaire";32,698;Données Consolidées
2006-09;"Production nucléaire";33,831;Données Consolidées
2006-10;"Production nucléaire";35,706;Données Consolidées
2006-11;"Production nucléaire";37,249;Données Consolidées
2006-12;"Production nucléaire";40,408;Données Consolidées
2007-01;"Production nucléaire";40,872;Données Consolidées
2007-02;"Production nucléaire";36,169;Données Consolidées
2007-03;"Production nucléaire";36,738;Données Consolidées
2007-04;"Production nucléaire";31,721;Données Consolidées
2007-05;"Production nucléaire";31,803;Données Consolidées
2007-06;"Production nucléaire";30,865;Données Consolidées
2007-07;"Production nucléaire";31,819;Données Consolidées
2007-08;"Production nucléaire";32,611;Données Consolidées
2007-09;"Production nucléaire";33,301;Données Consolidées
2007-10;"Production nucléaire";36,896;Données Consolidées
2007-11;"Production nucléaire";35,806;Données Consolidées
2007-12;"Production nucléaire";40,008;Données Consolidées
2008-01;"Production nucléaire";40,922;Données Consolidées
2008-02;"Production nucléaire";38,9;Données Consolidées
2008-03;"Production nucléaire";37,203;Données Consolidées
2008-04;"Production nucléaire";34,294;Données Consolidées
2008-05;"Production nucléaire";31,972;Données Consolidées
2008-06;"Production nucléaire";28,517;Données Consolidées
2008-07;"Production nucléaire";31,835;Données Consolidées
2008-08;"Production nucléaire";32,025;Données Consolidées
2008-09;"Production nucléaire";31,239;Données Consolidées
2008-10;"Production nucléaire";33,949;Données Consolidées
2008-11;"Production nucléaire";36,113;Données Consolidées
2008-12;"Production nucléaire";41,309;Données Consolidées
2009-01;"Production nucléaire";43,093;Données Consolidées
2009-02;"Production nucléaire";37,051;Données Consolidées
2009-03;"Production nucléaire";35,932;Données Consolidées
2009-04;"Production nucléaire";30,862;Données Consolidées
2009-05;"Production nucléaire";29,883;Données Consolidées
2009-06;"Production nucléaire";27,129;Données Consolidées
2009-07;"Production nucléaire";28,9;Données Consolidées
2009-08;"Production nucléaire";28,228;Données Consolidées
2009-09;"Production nucléaire";28,68;Données Consolidées
2009-10;"Production nucléaire";30,932;Données Consolidées
2009-11;"Production nucléaire";31,461;Données Consolidées
2009-12;"Production nucléaire";37,847;Données Consolidées
2010-01;"Production nucléaire";40,313;Données Consolidées
2010-02;"Production nucléaire";36,316;Données Consolidées
2010-03;"Production nucléaire";35,984;Données Consolidées
2010-04;"Production nucléaire";31,294;Données Consolidées
2010-05;"Production nucléaire";29,372;Données Consolidées
2010-06;"Production nucléaire";29,575;Données Consolidées
2010-07;"Production nucléaire";31,744;Données Consolidées
2010-08;"Production nucléaire";32,391;Données Consolidées
2010-09;"Production nucléaire";31,657;Données Consolidées
2010-10;"Production nucléaire";31,885;Données Consolidées
2010-11;"Production nucléaire";35,455;Données Consolidées
2010-12;"Production nucléaire";41,889;Données Consolidées
2011-01;"Production nucléaire";43,853;Données Consolidées
2011-02;"Production nucléaire";38,328;Données Consolidées
2011-03;"Production nucléaire";37,688;Données Consolidées
2011-04;"Production nucléaire";32,85;Données Consolidées
2011-05;"Production nucléaire";33,07;Données Consolidées
2011-06;"Production nucléaire";32,589;Données Consolidées
2011-07;"Production nucléaire";33,487;Données Consolidées
2011-08;"Production nucléaire";31,383;Données Consolidées
2011-09;"Production nucléaire";31,477;Données Consolidées
2011-10;"Production nucléaire";32,824;Données Consolidées
2011-11;"Production nucléaire";33,705;Données Consolidées
2011-12;"Production nucléaire";39,864;Données Consolidées
2012-01;"Production nucléaire";42,811;Données Consolidées
2012-02;"Production nucléaire";38,661;Données Consolidées
2012-03;"Production nucléaire";37,549;Données Consolidées
2012-04;"Production nucléaire";33,1;Données Consolidées
2012-05;"Production nucléaire";29,058;Données Consolidées
2012-06;"Production nucléaire";26,562;Données Consolidées
2012-07;"Production nucléaire";28,818;Données Consolidées
2012-08;"Production nucléaire";28,314;Données Consolidées
2012-09;"Production nucléaire";30,13;Données Consolidées
2012-10;"Production nucléaire";32,848;Données Consolidées
2012-11;"Production nucléaire";37,119;Données Consolidées
2012-12;"Production nucléaire";39,912;Données Consolidées
2013-01;"Production nucléaire";42,406;Données Consolidées
2013-02;"Production nucléaire";36,754;Données Consolidées
2013-03;"Production nucléaire";36,786;Données Consolidées
2013-04;"Production nucléaire";31,498;Données Consolidées
2013-05;"Production nucléaire";31,172;Données Consolidées
2013-06;"Production nucléaire";28,62;Données Consolidées
2013-07;"Production nucléaire";30,695;Données Consolidées
2013-08;"Production nucléaire";29,908;Données Consolidées
2013-09;"Production nucléaire";29,759;Données Consolidées
2013-10;"Production nucléaire";31,105;Données Consolidées
2013-11;"Production nucléaire";34,631;Données Consolidées
2013-12;"Production nucléaire";40,423;Données Consolidées
2014-01;"Production nucléaire";42,697272529;Données Consolidées
2014-02;"Production nucléaire";36,396235447;Données Consolidées
2014-03;"Production nucléaire";35,796054646;Données Consolidées
2014-04;"Production nucléaire";31,206547209;Données Consolidées
2014-05;"Production nucléaire";31,710544312;Données Consolidées
2014-06;"Production nucléaire";30,991109222;Données Consolidées
2014-07;"Production nucléaire";33,390878366;Données Consolidées
2014-08;"Production nucléaire";30,98214339;Données Consolidées
2014-09;"Production nucléaire";31,938587067;Données Consolidées
2014-10;"Production nucléaire";32,797760455;Données Consolidées
2014-11;"Production nucléaire";36,286603252;Données Consolidées
2014-12;"Production nucléaire";41,63302429;Données Consolidées
2015-01;"Production nucléaire";43,791488657;Données Consolidées
2015-02;"Production nucléaire";37,482320665;Données Consolidées
2015-03;"Production nucléaire";36,914547292;Données Consolidées
2015-04;"Production nucléaire";31,186698518;Données Consolidées
2015-05;"Production nucléaire";30,328966017;Données Consolidées
2015-06;"Production nucléaire";30,717391599;Données Consolidées
2015-07;"Production nucléaire";33,268760518;Données Consolidées
2015-08;"Production nucléaire";31,992992083;Données Consolidées
2015-09;"Production nucléaire";30,632457517;Données Consolidées
2015-10;"Production nucléaire";34,485949151;Données Consolidées
2015-11;"Production nucléaire";35,678647455;Données Consolidées
2015-12;"Production nucléaire";40,291619544;Données Consolidées
2016-01;"Production nucléaire";41,588497132;Données Consolidées
2016-02;"Production nucléaire";37,323009399;Données Consolidées
2016-03;"Production nucléaire";37,177149961;Données Consolidées
2016-04;"Production nucléaire";31,057041779;Données Consolidées
2016-05;"Production nucléaire";29,4393355;Données Consolidées
2016-06;"Production nucléaire";28,639486961;Données Consolidées
2016-07;"Production nucléaire";28,342361051;Données Consolidées
2016-08;"Production nucléaire";27,113130645;Données Consolidées
2016-09;"Production nucléaire";26,478460131;Données Consolidées
2016-10;"Production nucléaire";29,019544167;Données Consolidées
2016-11;"Production nucléaire";31,148968325;Données Consolidées
2016-12;"Production nucléaire";36,648669139;Données Consolidées
2017-01;"Production nucléaire";40,491546163667;Données Consolidées
2017-02;"Production nucléaire";33,689348332999;Données Consolidées
2017-03;"Production nucléaire";34,272584850666;Données Consolidées
2017-04;"Production nucléaire";31,752167625837;Données Consolidées
2017-05;"Production nucléaire";30,136479560664;Données Consolidées
2017-06;"Production nucléaire";26,881570487665;Données Consolidées
2017-07;"Production nucléaire";28,158949644167;Données Consolidées
2017-08;"Production nucléaire";28,585312193166;Données Consolidées
2017-09;"Production nucléaire";29,345826152166;Données Consolidées
2017-10;"Production nucléaire";28,053906030166;Données Consolidées
2017-11;"Production nucléaire";30,334659935334;Données Consolidées
2017-12;"Production nucléaire";37,382680159334;Données Consolidées
2018-01;"Production nucléaire";40,792988055835;Données Consolidées
2018-02;"Production nucléaire";36,409552789833;Données Consolidées
2018-03;"Production nucléaire";35,678215544833;Données Consolidées
2018-04;"Production nucléaire";30,592859141335;Données Consolidées
2018-05;"Production nucléaire";30,581938587499;Données Consolidées
2018-06;"Production nucléaire";28,624022986332;Données Consolidées
2018-07;"Production nucléaire";29,958812298334;Données Consolidées
2018-08;"Production nucléaire";27,294682993332;Données Consolidées
2018-09;"Production nucléaire";30,098993516666;Données Consolidées
2018-10;"Production nucléaire";31,613910839835;Données Consolidées
2018-11;"Production nucléaire";32,658276813835;Données Consolidées
2018-12;"Production nucléaire";38,890266086336;Données Consolidées
2019-01;"Production nucléaire";40,157955925498;Données Consolidées
2019-02;"Production nucléaire";36,089868409333;Données Consolidées
2019-03;"Production nucléaire";35,497659047164;Données Consolidées
2019-04;"Production nucléaire";31,756632938166;Données Consolidées
2019-05;"Production nucléaire";31,668783221834;Données Consolidées
2019-06;"Production nucléaire";28,560142913833;Données Consolidées
2019-07;"Production nucléaire";29,194282207;Données Consolidées
2019-08;"Production nucléaire";27,721121022336;Données Consolidées
2019-09;"Production nucléaire";27,533421486166;Données Consolidées
2019-10;"Production nucléaire";29,162874816835;Données Consolidées
2019-11;"Production nucléaire";29,133620008001;Données Consolidées
2019-12;"Production nucléaire";32,984750620501;Données Consolidées
2020-01;"Production nucléaire";37,351314809338;Données Consolidées
2020-02;"Production nucléaire";33,177686259498;Données Consolidées
2020-03;"Production nucléaire";30,623833102496;Données Consolidées
2020-04;"Production nucléaire";26,823039148328;Données Consolidées
2020-05;"Production nucléaire";24,714613244836;Données Consolidées
2020-06;"Production nucléaire";21,334596445834;Données Consolidées
2020-07;"Production nucléaire";22,49847065383;Données Consolidées
2020-08;"Production nucléaire";22,875852133;Données Consolidées
2020-09;"Production nucléaire";21,739624138333;Données Consolidées
2020-10;"Production nucléaire";28,270693503166;Données Consolidées
2020-11;"Production nucléaire";31,564590736489;Données Consolidées
2020-12;"Production nucléaire";34,431262285226;Données Consolidées
2021-01;"Production nucléaire";37,174108035832;Données Consolidées
2021-02;"Production nucléaire";30,336785591833;Données Consolidées
2021-03;"Production nucléaire";31,69479333367;Données Consolidées
2021-04;"Production nucléaire";27,208831896503;Données Consolidées
2021-05;"Production nucléaire";27,573972984165;Données Consolidées
2021-06;"Production nucléaire";27,714204398831;Données Consolidées
2021-07;"Production nucléaire";28,449016344664;Données Consolidées
2021-08;"Production nucléaire";29,010558217169;Données Consolidées
2021-09;"Production nucléaire";29,000377609003;Données Consolidées
2021-10;"Production nucléaire";30,656001827667;Données Consolidées
2021-11;"Production nucléaire";30,369317417002;Données Consolidées
2021-12;"Production nucléaire";31,501749478839;Données Consolidées
2022-01;"Production nucléaire";35,219864217167;Données Consolidées
2022-02;"Production nucléaire";29,577611471501;Données Consolidées
2022-03;"Production nucléaire";26,851697454331;Données Consolidées
2022-04;"Production nucléaire";21,76564298917;Données Consolidées
2022-05;"Production nucléaire";20,52949872166;Données Consolidées
2022-06;"Production nucléaire";20,174820272946;Données Consolidées
2022-07;"Production nucléaire";18,780955418368;Données Consolidées
2022-08;"Production nucléaire";18,133046525454;Données Consolidées
2022-09;"Production nucléaire";18,190495548696;Données Consolidées
2022-10;"Production nucléaire";20,224827015238;Données Consolidées
2022-11;"Production nucléaire";21,59726364462;Données Consolidées
2022-12;"Production nucléaire";27,91236863021;Données Consolidées
2023-01;"Production nucléaire";30,770802043993;Données Consolidées
2023-02;"Production nucléaire";28,786849073504;Données Consolidées
2023-03;"Production nucléaire";25,637451082995;Données Consolidées
2023-04;"Production nucléaire";24,990279800504;Données Consolidées
2023-05;"Production nucléaire";25,176602810326;Données Consolidées
2023-06;"Production nucléaire";22,723899675663;Données Consolidées
2023-07;"Production nucléaire";24,063773120657;Données Consolidées
2023-08;"Production nucléaire";23,944547601173;Données Consolidées
2023-09;"Production nucléaire";26,941770872344;Données Consolidées
2023-10;"Production nucléaire";28,250480445677;Données Consolidées
2023-11;"Production nucléaire";27,579291335504;Données Consolidées
2023-12;"Production nucléaire";31,530377952096;Données Consolidées
2024-01;"Production nucléaire";35,925790564938;Données Consolidées
2024-02;"Production nucléaire";30,732701088268;Données Consolidées
2024-03;"Production nucléaire";29,894501689584;Données Consolidées
2024-04;"Production nucléaire";26,670103615333;Données Consolidées
2024-05;"Production nucléaire";27,846070517741;Données Consolidées
2024-06;"Production nucléaire";26,367144548511;Données Consolidées
2024-07;"Production nucléaire";28,581336680507;Données Consolidées
2024-08;"Production nucléaire";28,598406833673;Données Consolidées
2024-09;"Production nucléaire";27,447947349506;Données Consolidées
2024-10;"Production nucléaire";29,963098481182;Données Consolidées
2024-11;"Production nucléaire";33,030789641422;Données Consolidées
2024-12;"Production nucléaire";36,651863008421;Données Consolidées
2025-01;"Production nucléaire";38,768351017735;Données Consolidées
2025-02;"Production nucléaire";32,005365712429;Données Consolidées
2025-03;"Production nucléaire";32,273660059002;Données Consolidées
2025-04;"Production nucléaire";27,070799856826;Données Consolidées
2025-05;"Production nucléaire";25,512705626909;Données Consolidées
2025-06;"Production nucléaire";26,209817406101;Données Consolidées
2025-07;"Production nucléaire";29,533908364995;Données Consolidées
2025-08;"Production nucléaire";28,619545303237;Données Consolidées
2025-09;"Production nucléaire";29,148670584581;Données Consolidées
2025-10;"Production nucléaire";30,38235590784;Données Consolidées
2025-11;"Production nucléaire";34,042689887514;Données Consolidées
